,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
128,uri,http://www.wikidata.org/entity/Q15329406,uri,http://www.wikidata.org/entity/Q7247552,literal,Begonia fagifolia,literal,XFZJEEAOWLFHDH-NFJBMHMQSA-N,literal,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,literal,104647-1,literal,29106-49-8,literal,CHEMBL38714,en,literal,(+)-procyanidin B2,literal,10.1002/ARDP.19843170808
129,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q15410972,literal,Begonia malabarica,literal,OFMXGFHWLZPCFL-SVRPQWSVSA-N,literal,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C,literal,105141-1,literal,559-74-0,literal,CHEMBL485998,en,literal,friedelin,literal,10.1016/S0378-8741(01)00352-X
130,uri,http://www.wikidata.org/entity/Q15329406,uri,http://www.wikidata.org/entity/Q409478,literal,Begonia fagifolia,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,104647-1,literal,117-39-5,literal,CHEMBL50,en,literal,quercetin,literal,10.1002/ARDP.19843170808
131,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia malabarica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,105141-1,literal,83-46-5,,,en,literal,beta-sitosterol,literal,10.1016/S0378-8741(01)00352-X
132,uri,http://www.wikidata.org/entity/Q15329406,uri,http://www.wikidata.org/entity/Q23050136,literal,Begonia fagifolia,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,104647-1,literal,490-46-0,literal,CHEMBL583912,en,literal,(−)-epicatechin,literal,10.1002/ARDP.19843170808
133,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q27154914,literal,Begonia malabarica,literal,XCDQFROEGGNAER-PFOIMGGJSA-N,literal,CC1C(CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C)O,literal,105141-1,literal,16844-71-6,literal,CHEMBL464649,en,literal,epi-Friedelanol,literal,10.1016/S0378-8741(01)00352-X
134,uri,http://www.wikidata.org/entity/Q15331362,uri,http://www.wikidata.org/entity/Q27106259,literal,Begonia plebeja,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,273185-2,literal,6199-67-3,literal,CHEMBL508185,en,literal,cucurbitacin b,literal,10.1021/NP50112A015
135,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q15410900,literal,Begonia malabarica,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,105141-1,literal,474-58-8,literal,CHEMBL506678,en,literal,sitogluside,literal,10.1016/S0378-8741(01)00352-X
136,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q121802,literal,Begonia malabarica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,105141-1,literal,64997-52-0,,,en,literal,beta-sitosterol,literal,10.1016/S0378-8741(01)00352-X
137,uri,http://www.wikidata.org/entity/Q15332740,uri,http://www.wikidata.org/entity/Q104392722,literal,Begonia parviflora,literal,DBGQLXXAKKEGFX-KFUQAJKQSA-N,literal,O=C(C)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C(=O)CC12C)C,literal,105366-1,,,,,en,literal,hexanorcucurbitacin D,literal,10.1351/PAC199971061089
138,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q409478,literal,Begonia malabarica,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,105141-1,literal,117-39-5,literal,CHEMBL50,en,literal,quercetin,literal,10.1016/S0378-8741(01)00352-X
139,uri,http://www.wikidata.org/entity/Q15332740,uri,http://www.wikidata.org/entity/Q27106259,literal,Begonia parviflora,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,105366-1,literal,6199-67-3,literal,CHEMBL508185,en,literal,cucurbitacin b,literal,10.1351/PAC199971061089
140,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q415011,literal,Begonia malabarica,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,105141-1,literal,491-70-3,literal,CHEMBL151,en,literal,luteolin,literal,10.1016/S0378-8741(01)00352-X
141,uri,http://www.wikidata.org/entity/Q15331339,uri,http://www.wikidata.org/entity/Q104667641,literal,Begonia malabarica,literal,XCDQFROEGGNAER-VYFOYESCSA-N,literal,OC1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(C)CCC5(C)CCC34C)C1C,literal,105141-1,,,,,en,literal,"(3R,4R,4aS,6aS,6bR,8aR,12aR,12bS,14aS,14bS)-4,4a,6b,8a,11,11,12b,14a-octamethyl-hexadecahydropicen-3-ol",literal,10.1016/S0378-8741(01)00352-X
